,Player,Nation,Pos,Age,MP,playing_time_Starts,playing_time_Min,playing_time_90s,performance_Gls,performance_Ast,performance_G+A,performance_G-PK,performance_PK,performance_PKatt,performance_CrdY,performance_CrdR,expected_xG,expected_npxG,expected_xAG,expected_npxG+xAG,progression_PrgC,progression_PrgP,progression_PrgR,per_90_minutes_Gls,per_90_minutes_Ast,per_90_minutes_G+A,per_90_minutes_G-PK,per_90_minutes_G+A-PK,per_90_minutes_xG,per_90_minutes_xAG,per_90_minutes_xG+xAG,per_90_minutes_npxG,per_90_minutes_npxG+xAG,Matches,Team,Season,playing_time_MP
296,Abel,es ESP,DF,24-261,32.0,20,2019.0,22.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.5,0.5,1.0,1.5,49.0,71.0,88.0,0.09,0.0,0.09,0.09,0.09,0.02,0.04,0.06,0.02,0.06,Matches,Osasuna,2024,
297,Bryan Zaragoza,es ESP,"FW,MF",24-014,23.0,18,1524.0,16.9,1.0,5.0,6.0,1.0,0.0,0.0,4.0,0.0,2.3,2.3,2.7,4.9,90.0,40.0,118.0,0.06,0.3,0.35,0.06,0.35,0.13,0.16,0.29,0.13,0.29,Matches,Osasuna,2024,
298,Jorge Herrando,es ESP,DF,24-070,18.0,15,1366.0,15.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,0.0,1.2,7.0,38.0,1.0,0.07,0.0,0.07,0.07,0.07,0.08,0.0,0.08,0.08,0.08,Matches,Osasuna,2024,
299,Juan Cruz Armada,es ESP,DF,32-285,21.0,15,1174.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.0,0.1,8.0,40.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Osasuna,2024,
300,Pablo Ibáñez,es ESP,MF,26-231,24.0,9,1029.0,11.4,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.5,1.5,1.5,3.0,15.0,43.0,24.0,0.09,0.09,0.17,0.09,0.17,0.13,0.13,0.26,0.13,0.26,Matches,Osasuna,2024,
301,Moi Gómez,es ESP,"MF,FW",30-320,25.0,6,793.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.8,1.2,13.0,49.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.14,0.05,0.14,Matches,Osasuna,2024,
302,Rubén Peña,es ESP,"FW,DF",33-295,23.0,6,682.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.5,1.2,16.0,24.0,52.0,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.16,0.09,0.16,Matches,Osasuna,2024,
303,Raúl,es ESP,"FW,MF",24-187,28.0,5,690.0,7.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.2,2.2,0.7,2.9,10.0,14.0,43.0,0.26,0.0,0.26,0.26,0.26,0.29,0.09,0.38,0.29,0.38,Matches,Osasuna,2024,
304,Iker Muñoz,es ESP,MF,22-185,19.0,4,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.4,0.8,4.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches,Osasuna,2024,
305,Kike Barja,es ESP,"FW,MF",28-038,12.0,3,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.8,1.0,19.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.07,0.27,0.33,0.07,0.33,Matches,Osasuna,2024,
306,Nacho Vidal,es ESP,DF,30-105,5.0,1,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Osasuna,2024,
307,José Arnaiz,es ESP,"MF,FW",30-024,13.0,1,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,4.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.21,0.06,0.28,0.21,0.28,Matches,Osasuna,2024,
308,Aitor Fernández,es ESP,GK,34-006,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Osasuna,2024,
309,Unai García,es ESP,DF,33-095,2.0,1,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Osasuna,2024,
310,Iker Benito,es ESP,"FW,MF",22-272,2.0,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,Osasuna,2024,
311,Javi Martínez,es ESP,MF,25-138,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Osasuna,2024,
312,Iñigo Arguibide,es ESP,FW,20-020,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasuna,2024,
313,Jon Fuentes,es ESP,MF,22-101,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasuna,2024,
314,Carlos Lumbreras,es ESP,FW,20-078,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasuna,2024,
315,Sixtus Ogbuehi,ng NGA,FW,22-128,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasuna,2024,
316,Asier Osambela,es ESP,MF,21-090,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasuna,2024,
317,Ismael Sierra,es ESP,DF,22-053,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasuna,2024,
318,Dimitrios Stamatakis,gr GRE,GK,22-016,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasuna,2024,
319,Pablo Valencia,es ESP,GK,24-128,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Osasuna,2024,
320,Antonio Raillo,es ESP,DF,33-213,32.0,32,2847.0,31.6,2.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,1.9,1.8,1.5,3.3,26.0,91.0,18.0,0.06,0.0,0.06,0.06,0.06,0.06,0.05,0.11,0.06,0.1,Matches,Mallorca,2024,
321,Sergi Darder,es ESP,"MF,FW",31-138,34.0,30,2397.0,26.6,1.0,5.0,6.0,1.0,0.0,0.0,4.0,0.0,1.9,1.9,3.3,5.2,32.0,122.0,71.0,0.04,0.19,0.23,0.04,0.23,0.07,0.13,0.2,0.07,0.2,Matches,Mallorca,2024,
322,Johan Mojica,co COL,DF,32-261,32.0,28,2549.0,28.3,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,4.0,4.9,60.0,125.0,128.0,0.04,0.07,0.11,0.04,0.11,0.03,0.14,0.17,0.03,0.17,Matches,Mallorca,2024,
323,Dominik Greif,sk SVK,GK,28-033,28.0,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca,2024,
324,Martin Valjent,sk SVK,DF,29-149,28.0,28,2493.0,27.7,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.6,0.6,0.1,0.6,16.0,77.0,16.0,0.07,0.0,0.07,0.07,0.07,0.02,0.0,0.02,0.02,0.02,Matches,Mallorca,2024,
325,Samu Costa,pt POR,MF,24-163,28.0,27,2301.0,25.6,0.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,1.8,1.8,1.2,3.0,22.0,101.0,63.0,0.0,0.08,0.08,0.0,0.08,0.07,0.05,0.12,0.07,0.12,Matches,Mallorca,2024,
326,Pablo Maffeo,es ESP,DF,27-301,27.0,26,2206.0,24.5,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,4.0,4.3,43.0,66.0,111.0,0.0,0.04,0.04,0.0,0.04,0.01,0.16,0.17,0.01,0.17,Matches,Mallorca,2024,
327,Dani Rodríguez,es ESP,"MF,FW",36-337,33.0,24,1966.0,21.8,4.0,7.0,11.0,4.0,0.0,0.0,5.0,0.0,2.8,2.8,3.0,5.8,35.0,74.0,101.0,0.18,0.32,0.5,0.18,0.5,0.13,0.14,0.27,0.13,0.27,Matches,Mallorca,2024,
328,Vedat Muriqi,xk KVX,FW,31-015,25.0,20,1761.0,19.6,7.0,2.0,9.0,5.0,2.0,3.0,1.0,2.0,9.5,7.1,2.0,9.1,19.0,28.0,91.0,0.36,0.1,0.46,0.26,0.36,0.48,0.1,0.59,0.36,0.47,Matches,Mallorca,2024,
329,Cyle Larin,ca CAN,FW,30-022,28.0,20,1623.0,18.0,6.0,2.0,8.0,5.0,1.0,1.0,4.0,0.0,6.6,5.8,1.4,7.2,17.0,18.0,87.0,0.33,0.11,0.44,0.28,0.39,0.37,0.08,0.44,0.32,0.4,Matches,Mallorca,2024,
330,Omar Mascarell,gq EQG,MF,32-096,28.0,18,1716.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.3,0.3,0.1,0.3,8.0,59.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,Matches,Mallorca,2024,
331,Copete,es ESP,DF,25-211,24.0,15,1438.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.0,0.5,10.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Mallorca,2024,
