,Player,Nation,Pos,Age,playing_time_MP,playing_time_Starts,playing_time_Min,playing_time_90s,performance_Gls,performance_Ast,performance_G+A,performance_G-PK,performance_PK,performance_PKatt,performance_CrdY,performance_CrdR,expected_xG,expected_npxG,expected_xAG,expected_npxG+xAG,progression_PrgC,progression_PrgP,progression_PrgR,per_90_minutes_Gls,per_90_minutes_Ast,per_90_minutes_G+A,per_90_minutes_G-PK,per_90_minutes_G+A-PK,per_90_minutes_xG,per_90_minutes_xAG,per_90_minutes_xG+xAG,per_90_minutes_npxG,per_90_minutes_npxG+xAG,Matches,Team,Season,MP
603,Radu Drăgușin,ro ROU,DF,23-095,,14,1252.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,7.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Tottenham Hotspur,2024,16.0
604,Ben Davies,wls WAL,DF,32-015,,12,1126.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.2,0.5,14.0,50.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Tottenham Hotspur,2024,14.0
605,Lucas Bergvall,se SWE,MF,19-096,,11,1212.0,13.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.6,1.3,33.0,49.0,31.0,0.0,0.07,0.07,0.0,0.07,0.05,0.04,0.09,0.05,0.09,Matches,Tottenham Hotspur,2024,27.0
606,Micky van de Ven,nl NED,DF,24-020,,11,950.0,10.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,1.2,1.7,8.0,51.0,1.0,0.0,0.19,0.19,0.0,0.19,0.05,0.11,0.16,0.05,0.16,Matches,Tottenham Hotspur,2024,12.0
607,Mathys Tel,fr FRA,FW,20-012,,8,649.0,7.2,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.3,1.5,1.4,2.9,18.0,16.0,57.0,0.28,0.14,0.42,0.14,0.28,0.32,0.19,0.51,0.21,0.4,Matches,Tottenham Hotspur,2024,10.0
608,Fraser Forster,eng ENG,GK,37-053,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,2024,7.0
609,Wilson Odobert,fr FRA,FW,20-162,,7,629.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,2.1,40.0,21.0,56.0,0.14,0.0,0.14,0.14,0.14,0.17,0.13,0.3,0.17,0.3,Matches,Tottenham Hotspur,2024,13.0
610,Kevin Danso,at AUT,DF,26-232,,6,572.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,11.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,Tottenham Hotspur,2024,7.0
611,Timo Werner,de GER,"FW,MF",29-064,,4,516.0,5.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.5,3.5,42.0,30.0,89.0,0.0,0.52,0.52,0.0,0.52,0.17,0.44,0.61,0.17,0.61,Matches,Tottenham Hotspur,2024,18.0
612,Richarlison,br BRA,FW,27-364,,4,475.0,5.3,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,3.7,3.7,0.9,4.6,8.0,11.0,22.0,0.76,0.19,0.95,0.76,0.95,0.7,0.17,0.87,0.7,0.87,Matches,Tottenham Hotspur,2024,13.0
613,Antonín Kinský,cz CZE,GK,22-057,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Tottenham Hotspur,2024,4.0
614,Mikey Moore,eng ENG,FW,17-271,,2,208.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,9.0,7.0,31.0,0.0,0.43,0.43,0.0,0.43,0.09,0.15,0.23,0.09,0.23,Matches,Tottenham Hotspur,2024,8.0
615,Brandon Austin,eng ENG,GK,26-121,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,2024,1.0
616,Sergio Reguilón,es ESP,DF,28-144,,0,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,4.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Tottenham Hotspur,2024,3.0
617,Dane Scarlett,eng ENG,"FW,MF",21-046,,0,34.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,2.65,2.65,0.0,2.65,0.09,0.12,0.22,0.09,0.22,Matches,Tottenham Hotspur,2024,3.0
618,Alfie Dorrington,eng ENG,DF,20-019,,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,2024,1.0
619,Will Lankshear,eng ENG,"FW,MF",20-019,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,2024,3.0
620,Oyindamola Ajayi,eng ENG,FW,19-133,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
621,Dante Cassanova,jm JAM,DF,20-322,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
622,Alfie Devine,eng ENG,MF,20-281,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
623,Malachi Hardy,eng ENG,DF,17-060,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
624,Maeson King,eng ENG,DF,19-242,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
625,Yang Minhyeok,kr KOR,MF,19-023,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
626,Callum Olusesi,eng ENG,MF,18-112,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
627,Alfie Whiteman,eng ENG,GK,26-219,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
628,Luca Williams Barnett,eng ENG,FW,16-220,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,2024,0.0
629,Max Kilman,eng ENG,DF,27-351,,35,3078.0,34.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.4,1.4,1.2,2.6,29.0,107.0,6.0,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.08,0.04,0.08,Matches,West Ham United,2024,35.0
630,Aaron Wan-Bissaka,eng ENG,DF,27-164,,32,2884.0,32.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,3.2,4.4,101.0,132.0,150.0,0.06,0.09,0.16,0.06,0.16,0.04,0.1,0.14,0.04,0.14,Matches,West Ham United,2024,33.0
631,Jarrod Bowen,eng ENG,"FW,MF",28-140,,31,2721.0,30.2,10.0,7.0,17.0,9.0,1.0,1.0,1.0,0.0,8.0,7.3,6.3,13.6,98.0,86.0,188.0,0.33,0.23,0.56,0.3,0.53,0.26,0.21,0.47,0.24,0.45,Matches,West Ham United,2024,31.0
632,Mohammed Kudus,gh GHA,"FW,MF",24-280,,29,2421.0,26.9,4.0,2.0,6.0,4.0,0.0,0.0,2.0,1.0,6.6,6.6,2.5,9.0,93.0,76.0,201.0,0.15,0.07,0.22,0.15,0.22,0.24,0.09,0.34,0.24,0.34,Matches,West Ham United,2024,29.0
633,Lucas Paquetá,br BRA,"MF,FW",27-255,,27,2336.0,26.0,4.0,0.0,4.0,2.0,2.0,2.0,9.0,0.0,5.2,3.6,3.1,6.7,22.0,145.0,82.0,0.15,0.0,0.15,0.08,0.08,0.2,0.12,0.32,0.14,0.26,Matches,West Ham United,2024,31.0
634,Tomáš Souček,cz CZE,MF,30-071,,27,2330.0,25.9,8.0,1.0,9.0,8.0,0.0,0.0,8.0,0.0,6.0,6.0,1.0,7.0,6.0,70.0,65.0,0.31,0.04,0.35,0.31,0.35,0.23,0.04,0.27,0.23,0.27,Matches,West Ham United,2024,32.0
635,Emerson Palmieri,it ITA,DF,30-279,,26,2105.0,23.4,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,1.5,3.4,47.0,66.0,83.0,0.09,0.04,0.13,0.09,0.13,0.08,0.06,0.15,0.08,0.15,Matches,West Ham United,2024,30.0
636,Alphonse Areola,fr FRA,GK,32-071,,23,2080.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham United,2024,24.0
637,Konstantinos Mavropanos,gr GRE,DF,27-149,,20,1947.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.5,1.5,0.5,2.0,16.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,West Ham United,2024,31.0
638,Edson Álvarez,mx MEX,MF,27-197,,19,1633.0,18.1,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.3,0.3,0.8,1.1,21.0,75.0,18.0,0.0,0.06,0.06,0.0,0.06,0.02,0.04,0.06,0.02,0.06,Matches,West Ham United,2024,25.0
639,Jean-Clair Todibo,fr FRA,DF,25-130,,17,1564.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,9.0,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,West Ham United,2024,24.0
640,Carlos Soler,es ESP,"MF,FW",28-127,,14,1358.0,15.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.7,1.7,1.2,2.9,16.0,52.0,33.0,0.07,0.07,0.13,0.07,0.13,0.11,0.08,0.19,0.11,0.19,Matches,West Ham United,2024,29.0
641,Guido Rodríguez,ar ARG,MF,31-027,,14,1018.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.1,0.3,2.0,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,West Ham United,2024,20.0
642,Łukasz Fabiański,pl POL,GK,40-021,,12,1070.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham United,2024,13.0
643,Michail Antonio,jm JAM,FW,35-042,,11,836.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,1.6,3.8,29.0,18.0,59.0,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Matches,West Ham United,2024,14.0
644,Vladimír Coufal,cz CZE,DF,32-260,,9,876.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.6,0.8,15.0,33.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches,West Ham United,2024,19.0
645,James Ward-Prowse,eng ENG,MF,30-189,,9,813.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.3,1.9,9.0,47.0,4.0,0.0,0.11,0.11,0.0,0.11,0.07,0.14,0.21,0.07,0.21,Matches,West Ham United,2024,12.0
646,Aaron Cresswell,eng ENG,DF,35-145,,8,676.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.1,1.3,4.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.17,0.01,0.17,Matches,West Ham United,2024,15.0
647,Crysencio Summerville,nl NED,"FW,MF",23-191,,7,786.0,8.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.7,3.3,29.0,18.0,71.0,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,Matches,West Ham United,2024,19.0
648,Oliver Scarles,eng ENG,DF,19-148,,6,594.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,11.0,21.0,39.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,West Ham United,2024,14.0
649,Niclas Füllkrug,de GER,FW,32-089,,5,668.0,7.4,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,1.9,3.9,6.0,11.0,25.0,0.4,0.27,0.67,0.4,0.67,0.27,0.25,0.52,0.27,0.52,Matches,West Ham United,2024,15.0
650,Danny Ings,eng ENG,"FW,MF",32-290,,1,284.0,3.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.3,2.3,1.3,3.5,6.0,5.0,29.0,0.32,0.63,0.95,0.32,0.95,0.72,0.41,1.12,0.72,1.12,Matches,West Ham United,2024,15.0
651,Andy Irving,sct SCO,MF,24-361,,1,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.4,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,Matches,West Ham United,2024,10.0
652,Evan Ferguson,ie IRL,FW,20-202,,1,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32,0.17,0.5,0.32,0.5,Matches,West Ham United,2024,8.0
653,Luis Guilherme,br BRA,"MF,FW",19-089,,1,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.19,0.05,0.24,0.19,0.24,Matches,West Ham United,2024,11.0
654,Lewis Orford,eng ENG,MF,19-080,,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,West Ham United,2024,2.0
655,Kaelan Casey,eng ENG,DF,20-193,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham United,2024,1.0
656,Wes Foderingham,eng ENG,GK,34-115,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham United,2024,0.0
657,Ezra Mayers,bb BRB,DF,18-113,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham United,2024,0.0
658,Rayan Aït-Nouri,dz ALG,DF,23-337,,34,2865.0,31.8,4.0,7.0,11.0,4.0,0.0,0.0,7.0,1.0,2.6,2.6,4.7,7.3,79.0,100.0,158.0,0.13,0.22,0.35,0.13,0.35,0.08,0.15,0.23,0.08,0.23,Matches,Wolverhampton Wanderers,2024,34.0
659,João Gomes,br BRA,MF,24-086,,33,2781.0,30.9,3.0,1.0,4.0,3.0,0.0,0.0,10.0,1.0,2.7,2.7,1.2,3.9,53.0,148.0,68.0,0.1,0.03,0.13,0.1,0.13,0.09,0.04,0.13,0.09,0.13,Matches,Wolverhampton Wanderers,2024,33.0
660,Nélson Semedo,pt POR,DF,31-174,,30,2661.0,29.6,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,0.8,0.8,2.7,3.5,61.0,70.0,109.0,0.0,0.14,0.14,0.0,0.14,0.03,0.09,0.12,0.03,0.12,Matches,Wolverhampton Wanderers,2024,31.0
661,Jørgen Strand Larsen,no NOR,FW,25-092,,29,2463.0,27.4,13.0,2.0,15.0,13.0,0.0,0.0,4.0,0.0,10.0,10.0,2.4,12.4,16.0,28.0,106.0,0.48,0.07,0.55,0.48,0.55,0.37,0.09,0.45,0.37,0.45,Matches,Wolverhampton Wanderers,2024,32.0
662,André,br BRA,MF,23-297,,28,2249.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.7,1.1,8.0,95.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,Wolverhampton Wanderers,2024,30.0
663,José Sá,pt POR,GK,32-112,,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Wolverhampton Wanderers,2024,27.0
664,Matheus Cunha,br BRA,"MF,FW",25-347,,27,2425.0,26.9,15.0,6.0,21.0,15.0,0.0,0.0,3.0,0.0,7.9,7.9,7.3,15.2,104.0,131.0,147.0,0.56,0.22,0.78,0.56,0.78,0.29,0.27,0.57,0.29,0.57,Matches,Wolverhampton Wanderers,2024,30.0
665,Toti Gomes,pt POR,DF,26-113,,27,2344.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,0.9,1.7,21.0,67.0,15.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.06,0.03,0.06,Matches,Wolverhampton Wanderers,2024,28.0
666,Matt Doherty,ie IRL,DF,33-113,,23,1965.0,21.8,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.0,1.0,1.5,2.5,29.0,76.0,40.0,0.09,0.05,0.14,0.09,0.14,0.05,0.07,0.12,0.05,0.12,Matches,Wolverhampton Wanderers,2024,28.0
667,Jean-Ricner Bellegarde,fr FRA,"MF,FW",26-316,,19,1551.0,17.2,2.0,6.0,8.0,2.0,0.0,0.0,3.0,0.0,1.3,1.3,3.6,4.9,49.0,39.0,83.0,0.12,0.35,0.46,0.12,0.46,0.08,0.21,0.28,0.08,0.28,Matches,Wolverhampton Wanderers,2024,32.0
668,Santiago Bueno,uy URU,DF,26-181,,18,1683.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,1.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Wolverhampton Wanderers,2024,28.0
669,Mario Lemina,ga GAB,"MF,DF",31-250,,15,1364.0,15.2,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,1.1,2.5,8.0,48.0,21.0,0.07,0.2,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17,Matches,Wolverhampton Wanderers,2024,17.0
670,Emmanuel Agbadou,ci CIV,DF,27-326,,13,1140.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.5,3.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Wolverhampton Wanderers,2024,13.0
671,Craig Dawson,eng ENG,DF,35-003,,10,971.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.5,6.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Wolverhampton Wanderers,2024,15.0
672,Marshall Munetsi,zw ZIM,"MF,FW",28-321,,10,878.0,9.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,4.5,7.0,8.0,26.0,0.1,0.1,0.21,0.1,0.21,0.31,0.15,0.46,0.31,0.46,Matches,Wolverhampton Wanderers,2024,11.0
673,Gonçalo Guedes,pt POR,"MF,FW",28-161,,7,783.0,8.7,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,2.2,2.2,1.1,3.3,32.0,31.0,60.0,0.23,0.46,0.69,0.23,0.69,0.26,0.13,0.38,0.26,0.38,Matches,Wolverhampton Wanderers,2024,26.0
674,Sam Johnstone,eng ENG,GK,32-045,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,2024,7.0
675,Pablo Sarabia,es ESP,"MF,FW",32-363,,6,716.0,8.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.9,2.9,1.6,4.5,12.0,51.0,52.0,0.38,0.25,0.63,0.38,0.63,0.36,0.2,0.56,0.36,0.56,Matches,Wolverhampton Wanderers,2024,21.0
676,Rodrigo Gomes,pt POR,"DF,FW",21-306,,6,672.0,7.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9,1.5,22.0,25.0,65.0,0.27,0.0,0.27,0.27,0.27,0.08,0.12,0.2,0.08,0.2,Matches,Wolverhampton Wanderers,2024,22.0
677,Hwang Hee-chan,kr KOR,"MF,FW",29-103,,5,651.0,7.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,15.0,12.0,41.0,0.28,0.0,0.28,0.28,0.28,0.11,0.02,0.13,0.11,0.13,Matches,Wolverhampton Wanderers,2024,20.0
678,Yerson Mosquera,co COL,DF,24-007,,5,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Wolverhampton Wanderers,2024,5.0
679,Tommy Doyle,eng ENG,MF,23-204,,3,488.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,6.0,40.0,4.0,0.0,0.18,0.18,0.0,0.18,0.1,0.09,0.2,0.1,0.2,Matches,Wolverhampton Wanderers,2024,24.0
680,Carlos Forbs,pt POR,"MF,FW",21-051,,1,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.2,10.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,Matches,Wolverhampton Wanderers,2024,10.0
681,Daniel Bentley,eng ENG,GK,31-300,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,2024,1.0
682,Pedro Lima,br BRA,DF,18-312,,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,Matches,Wolverhampton Wanderers,2024,3.0
683,Daniel Podence,pt POR,"MF,FW",29-200,,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Wolverhampton Wanderers,2024,2.0
684,Nasser Djiga,bf BFA,"DF,FW",22-175,,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,2024,4.0
685,Chiquinho,pt POR,MF,25-093,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,Matches,Wolverhampton Wanderers,2024,1.0
686,Alfie Pond,eng ENG,DF,21-069,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,2024,1.0
687,Boubacar Traoré,ml MLI,MF,23-262,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,2024,1.0
688,Tawanda Chirewa,zw ZIM,MF,21-210,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,2024,0.0
689,Luke Cundle,eng ENG,MF,23-013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,2024,0.0
690,Tom Edozie,eng ENG,MF,18-356,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,2024,0.0
691,Tom King,wls WAL,GK,30-061,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,2024,0.0
692,Mateus Mane,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,2024,0.0
693,Bastien Meupiyou,fr FRA,DF,19-051,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,2024,0.0
694,Wesley Okoduwa,eng ENG,FW,16-362,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,2024,0.0
