,Player,Nation,Pos,Age,ptime_MP,ptime_Starts,ptime_Min,ptime_90s,perf_Gls,perf_Ast,perf_G+A,perf_G-PK,perf_PK,perf_PKatt,perf_CrdY,perf_CrdR,exp_xG,exp_npxG,exp_xAG,exp_npxG+xAG,prog_PrgC,prog_PrgP,prog_PrgR,p90_Gls,p90_Ast,p90_G+A,p90_G-PK,p90_G+A-PK,p90_xG,p90_xAG,p90_xG+xAG,p90_npxG,p90_npxG+xAG,Matches,Team,Season,MP
28,Toby Collyer,eng ENG,MF,21-124,6.0,0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22,Matches,Manchester United,2024,
29,Antony,br BRA,"DF,MF",25-072,8.0,0,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.65,0.08,0.73,0.65,0.73,Matches,Manchester United,2024,
30,Scott McTominay,sct SCO,MF,28-150,2.0,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,Manchester United,2024,
31,Jayce Fitzgerald,eng ENG,MF,17-363,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
32,Jack Fletcher,eng ENG,MF,18-049,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
33,Hubert Graczyk,pl POL,GK,22-068,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
34,Elyh Harrison,eng ENG,GK,19-077,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
35,Tom Heaton,eng ENG,GK,39-022,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
36,Sekou Koné,ml MLI,MF,19-093,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
37,Godwill Kukonki,eng ENG,DF,17-090,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
38,Dermot Mee,nir NIR,GK,22-168,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
39,Jack Moorhouse,eng ENG,MF,19-159,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
40,Ethan Wheatley,eng ENG,FW,19-107,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,2024,
0,Bruno Guimarães,br BRA,MF,27-172,35.0,35,3002.0,33.4,4.0,6.0,10.0,4.0,0.0,0.0,6.0,0.0,3.9,3.9,5.8,9.6,54.0,247.0,81.0,0.12,0.18,0.3,0.12,0.3,0.12,0.17,0.29,0.12,0.29,Matches,Newcastle United,2024,
1,Dan Burn,eng ENG,DF,32-363,34.0,34,3060.0,34.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.7,1.7,0.9,2.6,9.0,59.0,10.0,0.03,0.0,0.03,0.03,0.03,0.05,0.03,0.08,0.05,0.08,Matches,Newcastle United,2024,
2,Alexander Isak,se SWE,FW,25-228,32.0,32,2577.0,28.6,23.0,6.0,29.0,19.0,4.0,4.0,1.0,0.0,19.9,16.8,4.3,21.1,81.0,80.0,200.0,0.8,0.21,1.01,0.66,0.87,0.69,0.15,0.85,0.59,0.74,Matches,Newcastle United,2024,
3,Fabian Schär,ch SUI,DF,33-138,31.0,30,2664.0,29.6,4.0,0.0,4.0,4.0,0.0,0.0,7.0,1.0,2.4,2.4,0.4,2.8,14.0,102.0,18.0,0.14,0.0,0.14,0.14,0.14,0.08,0.01,0.1,0.08,0.1,Matches,Newcastle United,2024,
4,Valentino Livramento,eng ENG,DF,22-176,34.0,29,2570.0,28.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,2.3,2.6,73.0,144.0,98.0,0.0,0.04,0.04,0.0,0.04,0.01,0.08,0.09,0.01,0.09,Matches,Newcastle United,2024,
5,Joelinton,br BRA,"MF,FW",28-266,29.0,29,2393.0,26.6,4.0,3.0,7.0,4.0,0.0,0.0,10.0,0.0,3.9,3.9,2.5,6.4,40.0,116.0,110.0,0.15,0.11,0.26,0.15,0.26,0.15,0.09,0.24,0.15,0.24,Matches,Newcastle United,2024,
6,Jacob Murphy,eng ENG,FW,30-072,32.0,28,2139.0,23.8,8.0,11.0,19.0,8.0,0.0,0.0,3.0,0.0,5.7,5.7,8.1,13.8,70.0,67.0,216.0,0.34,0.46,0.8,0.34,0.8,0.24,0.34,0.58,0.24,0.58,Matches,Newcastle United,2024,
7,Sandro Tonali,it ITA,MF,24-364,33.0,25,2360.0,26.2,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,3.7,3.7,1.4,5.0,33.0,116.0,48.0,0.11,0.08,0.19,0.11,0.19,0.14,0.05,0.19,0.14,0.19,Matches,Newcastle United,2024,
8,Nick Pope,eng ENG,GK,33-018,25.0,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle United,2024,
9,Anthony Gordon,eng ENG,FW,24-072,31.0,25,2235.0,24.8,6.0,5.0,11.0,5.0,1.0,2.0,2.0,0.0,8.0,6.4,4.9,11.4,111.0,93.0,197.0,0.24,0.2,0.44,0.2,0.4,0.32,0.2,0.52,0.26,0.46,Matches,Newcastle United,2024,
10,Lewis Hall,eng ENG,DF,20-241,27.0,24,2189.0,24.3,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,4.3,4.7,41.0,123.0,80.0,0.0,0.16,0.16,0.0,0.16,0.02,0.18,0.19,0.02,0.19,Matches,Newcastle United,2024,
11,Harvey Barnes,eng ENG,FW,27-149,30.0,14,1503.0,16.7,9.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,6.6,6.6,3.9,10.4,80.0,72.0,172.0,0.54,0.24,0.78,0.54,0.78,0.39,0.23,0.62,0.39,0.62,Matches,Newcastle United,2024,
12,Kieran Trippier,eng ENG,DF,34-230,24.0,14,1281.0,14.2,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.3,1.3,25.0,111.0,53.0,0.0,0.21,0.21,0.0,0.21,0.01,0.09,0.09,0.01,0.09,Matches,Newcastle United,2024,
13,Joe Willock,eng ENG,"MF,FW",25-260,30.0,11,1026.0,11.4,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.6,1.6,1.9,3.5,36.0,38.0,82.0,0.0,0.18,0.18,0.0,0.18,0.14,0.17,0.31,0.14,0.31,Matches,Newcastle United,2024,
14,Martin Dúbravka,sk SVK,GK,36-112,10.0,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle United,2024,
15,Sean Longstaff,eng ENG,MF,27-189,24.0,8,797.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.2,0.8,4.0,40.0,22.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Newcastle United,2024,
16,Lloyd Kelly,eng ENG,DF,26-213,10.0,4,303.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,0.0,9.0,5.0,0.0,0.3,0.3,0.0,0.3,0.12,0.14,0.26,0.12,0.26,Matches,Newcastle United,2024,
17,Sven Botman,nl NED,DF,25-115,5.0,3,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Newcastle United,2024,
18,Emil Krafth,se SWE,DF,30-278,10.0,2,289.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Newcastle United,2024,
19,Callum Wilson,eng ENG,FW,33-069,15.0,1,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.4,5.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.14,0.12,0.14,Matches,Newcastle United,2024,
20,Lewis Miley,eng ENG,MF,19-006,12.0,1,249.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6,2.0,14.0,7.0,0.36,0.0,0.36,0.36,0.36,0.2,0.01,0.21,0.2,0.21,Matches,Newcastle United,2024,
21,Miguel Almirón,py PAR,FW,31-086,9.0,1,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,3.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.45,0.3,0.45,Matches,Newcastle United,2024,
22,William Osula,dk DEN,FW,21-276,12.0,0,104.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,2.0,12.0,0.87,0.0,0.87,0.87,0.87,0.1,0.08,0.18,0.1,0.18,Matches,Newcastle United,2024,
23,Matt Targett,eng ENG,DF,29-231,2.0,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle United,2024,
24,Alex Murphy,ie IRL,DF,20-316,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle United,2024,
25,Sean Neave,eng ENG,FW,17-345,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle United,2024,
26,John Ruddy,eng ENG,GK,38-195,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle United,2024,
27,Leo Shahar,eng ENG,DF,18-050,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle United,2024,
28,Odisseas Vlachodimos,gr GRE,GK,31-011,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle United,2024,
0,Jamie Vardy,eng ENG,FW,38-116,,33,2655.0,29.5,8.0,3.0,11.0,7.0,1.0,2.0,5.0,0.0,10.7,9.1,2.9,12.0,27.0,20.0,110.0,0.27,0.1,0.37,0.24,0.34,0.36,0.1,0.46,0.31,0.41,Matches,Nottingham Forest,2024,33.0
1,James Justin,eng ENG,DF,27-073,,31,2669.0,29.7,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.5,1.5,0.6,2.1,39.0,87.0,92.0,0.07,0.03,0.1,0.07,0.1,0.05,0.02,0.07,0.05,0.07,Matches,Nottingham Forest,2024,33.0
2,Victor Bernth Kristiansen,dk DEN,DF,22-142,,28,2380.0,26.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.4,1.7,39.0,69.0,75.0,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06,Matches,Nottingham Forest,2024,28.0
3,Wout Faes,be BEL,DF,27-034,,27,2545.0,28.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,0.1,1.5,12.0,80.0,1.0,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.05,0.05,0.05,Matches,Nottingham Forest,2024,31.0
4,Mads Hermansen,dk DEN,GK,24-300,,27,2385.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham Forest,2024,27.0
5,Wilfred Ndidi,ng NGA,MF,28-142,,26,2147.0,23.9,0.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,1.8,3.9,17.0,65.0,75.0,0.0,0.17,0.17,0.0,0.17,0.09,0.08,0.16,0.09,0.16,Matches,Nottingham Forest,2024,26.0
6,Bilal El Khannouss,ma MAR,MF,20-362,,25,2003.0,22.3,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.1,1.1,4.1,5.2,71.0,119.0,83.0,0.09,0.13,0.22,0.09,0.22,0.05,0.18,0.23,0.05,0.23,Matches,Nottingham Forest,2024,30.0
7,Boubakary Soumaré,fr FRA,MF,26-069,,23,1960.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.3,0.3,0.4,0.7,31.0,95.0,21.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Nottingham Forest,2024,28.0
8,Harry Winks,eng ENG,MF,29-094,,17,1538.0,17.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.2,1.5,19.0,101.0,11.0,0.0,0.12,0.12,0.0,0.12,0.01,0.07,0.09,0.01,0.09,Matches,Nottingham Forest,2024,22.0
9,Stephy Mavididi,eng ENG,FW,26-341,,16,1615.0,17.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,1.8,1.8,2.6,4.4,91.0,57.0,138.0,0.22,0.06,0.28,0.22,0.28,0.1,0.15,0.25,0.1,0.25,Matches,Nottingham Forest,2024,30.0
10,Conor Coady,eng ENG,DF,32-071,,16,1444.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Nottingham Forest,2024,19.0
11,Jordan Ayew,gh GHA,"FW,MF",33-238,,16,1425.0,15.8,5.0,0.0,5.0,4.0,1.0,1.0,5.0,0.0,3.0,2.2,1.0,3.2,42.0,37.0,77.0,0.32,0.0,0.32,0.25,0.25,0.19,0.06,0.25,0.14,0.2,Matches,Nottingham Forest,2024,27.0
12,Jannik Vestergaard,dk DEN,DF,32-277,,16,1391.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.1,0.2,3.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches,Nottingham Forest,2024,18.0
13,Facundo Buonanotte,ar ARG,"FW,MF",20-135,,14,1474.0,16.4,4.0,2.0,6.0,4.0,0.0,0.0,7.0,0.0,3.8,3.8,3.1,6.8,38.0,52.0,69.0,0.24,0.12,0.37,0.24,0.37,0.23,0.19,0.42,0.23,0.42,Matches,Nottingham Forest,2024,29.0
14,Caleb Okoli,it ITA,DF,23-298,,12,1124.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,0.0,0.6,3.0,32.0,2.0,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05,Matches,Nottingham Forest,2024,18.0
15,Luke Thomas,eng ENG,DF,23-331,,10,873.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.6,3.0,30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,Matches,Nottingham Forest,2024,11.0
16,Bobby De Cordova-Reid,jm JAM,FW,32-094,,9,744.0,8.3,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,1.2,2.0,14.0,15.0,48.0,0.12,0.24,0.36,0.12,0.36,0.1,0.15,0.24,0.1,0.24,Matches,Nottingham Forest,2024,23.0
17,Oliver Skipp,eng ENG,MF,24-233,,8,996.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.2,0.2,0.3,0.4,16.0,31.0,19.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,Matches,Nottingham Forest,2024,21.0
18,Jakub Stolarczyk,pl POL,GK,24-139,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham Forest,2024,7.0
19,Kasey McAteer,ie IRL,"FW,MF",23-166,,6,612.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.6,1.3,16.0,11.0,52.0,0.0,0.15,0.15,0.0,0.15,0.1,0.09,0.19,0.1,0.19,Matches,Nottingham Forest,2024,15.0
20,Abdul Fatawu Issahaku,gh GHA,FW,21-060,,6,579.0,6.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.6,2.0,42.0,17.0,60.0,0.0,0.31,0.31,0.0,0.31,0.06,0.24,0.31,0.06,0.31,Matches,Nottingham Forest,2024,11.0
21,Patson Daka,zm ZAM,"FW,MF",26-210,,5,653.0,7.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.1,1.3,10.0,8.0,34.0,0.14,0.0,0.14,0.14,0.14,0.17,0.01,0.18,0.17,0.18,Matches,Nottingham Forest,2024,21.0
22,Ricardo Pereira,pt POR,DF,31-213,,4,342.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Nottingham Forest,2024,8.0
23,Danny Ward,wls WAL,GK,31-319,,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham Forest,2024,2.0
24,Hamza Choudhury,bd BAN,"MF,DF",27-218,,1,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,Matches,Nottingham Forest,2024,4.0
25,Woyo Coulibaly,fr FRA,DF,25-352,,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Nottingham Forest,2024,4.0
26,Jeremy Monga,,"FW,MF",,,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham Forest,2024,4.0
27,Odsonne Édouard,fr FRA,FW,27-111,,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,Nottingham Forest,2024,4.0
28,Jake Evans,,FW,,,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham Forest,2024,2.0
29,Will Alves,eng ENG,FW,20-093,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham Forest,2024,1.0
30,Michael Golding,eng ENG,MF,18-349,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham Forest,2024,1.0
31,Olabade Aluko,,MF,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham Forest,2024,0.0
32,Thomas Cannon,ie IRL,FW,22-130,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham Forest,2024,0.0
33,Henry Cartwright,eng ENG,MF,20-147,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham Forest,2024,0.0
34,Daniel Iversen,dk DEN,GK,27-292,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham Forest,2024,0.0
35,Benjamin Nelson,eng ENG,DF,21-050,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham Forest,2024,0.0
36,Thomas Wilson-Brown,eng ENG,MF,20-214,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham Forest,2024,0.0
0,Kyle Walker-Peters,eng ENG,DF,28-024,33.0,33,2918.0,32.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,2.8,3.6,114.0,139.0,144.0,0.0,0.06,0.06,0.0,0.06,0.03,0.09,0.11,0.03,0.11,Matches,Southampton,2024,
1,Mateus Fernandes,pt POR,MF,20-301,33.0,31,2640.0,29.3,2.0,3.0,5.0,2.0,0.0,0.0,8.0,0.0,3.8,3.8,2.6,6.4,73.0,131.0,102.0,0.07,0.1,0.17,0.07,0.17,0.13,0.09,0.22,0.13,0.22,Matches,Southampton,2024,
2,Taylor Harwood-Bellis,eng ENG,DF,23-097,32.0,30,2654.0,29.5,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.8,1.8,1.0,2.8,29.0,119.0,9.0,0.03,0.0,0.03,0.03,0.03,0.06,0.03,0.09,0.06,0.09,Matches,Southampton,2024,
3,Jan Bednarek,pl POL,DF,29-025,29.0,29,2441.0,27.1,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.7,0.7,0.5,1.2,5.0,59.0,2.0,0.07,0.0,0.07,0.07,0.07,0.02,0.02,0.04,0.02,0.04,Matches,Southampton,2024,
4,Aaron Ramsdale,eng ENG,GK,26-358,27.0,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,2024,
5,Flynn Downes,eng ENG,MF,26-107,24.0,22,1881.0,20.9,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.6,0.6,1.1,1.7,25.0,63.0,28.0,0.05,0.0,0.05,0.05,0.05,0.03,0.05,0.08,0.03,0.08,Matches,Southampton,2024,
6,Joe Aribo,ng NGA,"MF,DF",28-290,30.0,20,1909.0,21.2,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.7,2.7,1.6,4.3,35.0,71.0,64.0,0.14,0.0,0.14,0.14,0.14,0.13,0.07,0.2,0.13,0.2,Matches,Southampton,2024,
7,Tyler Dibling,eng ENG,"FW,MF",19-056,31.0,18,1742.0,19.4,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.5,2.5,1.5,4.1,68.0,61.0,93.0,0.1,0.0,0.1,0.1,0.1,0.13,0.08,0.21,0.13,0.21,Matches,Southampton,2024,
8,Ryan Manning,ie IRL,"DF,MF",28-327,23.0,18,1459.0,16.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,3.2,3.6,14.0,35.0,74.0,0.0,0.06,0.06,0.0,0.06,0.02,0.2,0.22,0.02,0.22,Matches,Southampton,2024,
9,Lesley Ugochukwu,fr FRA,MF,21-042,24.0,16,1525.0,16.9,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.9,0.9,1.0,1.9,29.0,49.0,20.0,0.06,0.06,0.12,0.06,0.12,0.05,0.06,0.11,0.05,0.11,Matches,Southampton,2024,
10,Yukinari Sugawara,jp JPN,"DF,MF",24-313,29.0,15,1467.0,16.3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,2.2,2.7,32.0,68.0,76.0,0.06,0.06,0.12,0.06,0.12,0.03,0.14,0.17,0.03,0.17,Matches,Southampton,2024,
11,Adam Armstrong,eng ENG,"FW,MF",28-086,20.0,15,1248.0,13.9,2.0,2.0,4.0,2.0,0.0,1.0,4.0,0.0,3.3,2.3,1.2,3.5,25.0,21.0,79.0,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,Matches,Southampton,2024,
12,Jack Stephens,eng ENG,DF,31-100,17.0,15,1209.0,13.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.6,0.6,0.2,0.7,13.0,53.0,2.0,0.07,0.0,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05,Matches,Southampton,2024,
13,Kamaldeen Sulemana,gh GHA,"FW,MF",23-081,23.0,14,1178.0,13.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,1.0,2.4,57.0,26.0,76.0,0.08,0.08,0.15,0.08,0.15,0.1,0.08,0.18,0.1,0.18,Matches,Southampton,2024,
14,Cameron Archer,eng ENG,FW,23-290,32.0,13,1373.0,15.3,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.1,4.3,0.4,4.6,19.0,14.0,64.0,0.13,0.0,0.13,0.13,0.13,0.33,0.02,0.36,0.28,0.31,Matches,Southampton,2024,
15,Paul Onuachu,ng NGA,FW,30-344,24.0,11,1029.0,11.4,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,3.6,3.6,0.5,4.1,7.0,13.0,40.0,0.35,0.09,0.44,0.35,0.44,0.32,0.04,0.36,0.32,0.36,Matches,Southampton,2024,
16,James Bree,eng ENG,DF,27-208,15.0,11,895.0,9.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,1.0,10.0,31.0,34.0,0.0,0.1,0.1,0.0,0.1,0.01,0.09,0.1,0.01,0.1,Matches,Southampton,2024,
17,Nathan Wood-Gordon,eng ENG,DF,22-341,9.0,7,624.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04,Matches,Southampton,2024,
18,William Smallbone,ie IRL,MF,25-075,15.0,6,646.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.6,1.1,5.0,25.0,23.0,0.14,0.0,0.14,0.14,0.14,0.06,0.09,0.15,0.06,0.15,Matches,Southampton,2024,
19,Alex McCarthy,eng ENG,GK,35-155,5.0,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,2024,
20,Adam Lallana,eng ENG,MF,36-362,14.0,5,361.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.9,1.1,6.0,24.0,10.0,0.0,0.5,0.5,0.0,0.5,0.04,0.23,0.27,0.04,0.27,Matches,Southampton,2024,
