,Player,Nation,Pos,Age,MP,playing_time_Min,playing_time_Mn/MP,playing_time_Min%,playing_time_90s,starts_Starts,starts_Mn/Start,starts_Compl,subs_Subs,subs_Mn/Sub,subs_unSub,team_success_PPM,team_success_onG,team_success_onGA,team_success_+/-,team_success_+/-90,team_success_On-Off,team_success_(xg)_onxG,team_success_(xg)_onxGA,team_success_(xg)_xG+/-,team_success_(xg)_xG+/-90,team_success_(xg)_On-Off,Matches,Team,Season,playing_time_MP
126,Mikel Vesga,es ESP,MF,31-353,,881.0,40.0,28.8,9.8,9,71.0,3,13,18.0,9,1.73,17.0,8.0,9.0,0.92,0.3,15.2,9.4,5.8,0.59,0.21,Matches,Athletic Club,2024,22.0
127,Iñigo Lekue,es ESP,DF,32-005,,680.0,52.0,22.2,7.6,7,83.0,5,6,16.0,21,1.54,7.0,8.0,-1.0,-0.13,-1.08,8.3,8.2,0.1,0.01,-0.56,Matches,Athletic Club,2024,13.0
128,Álvaro djaló,es ESP,FW,25-266,,605.0,38.0,19.8,6.7,6,59.0,0,10,25.0,10,1.69,7.0,6.0,1.0,0.15,-0.69,7.9,7.4,0.5,0.07,-0.46,Matches,Athletic Club,2024,16.0
129,Unai Núñez,es ESP,DF,28-099,,583.0,73.0,19.1,6.5,6,89.0,5,2,26.0,21,1.63,9.0,3.0,6.0,0.93,0.27,7.5,4.9,2.7,0.41,-0.05,Matches,Athletic Club,2024,8.0
130,Maroan Sannadi,es ESP,FW,24-097,,510.0,43.0,16.7,5.7,4,73.0,0,8,27.0,1,1.67,12.0,4.0,8.0,1.41,0.85,8.5,3.9,4.6,0.81,0.44,Matches,Athletic Club,2024,12.0
131,Alex Padilla,es ESP,GK,21-250,,321.0,64.0,10.5,3.6,3,90.0,3,2,26.0,8,1.0,4.0,6.0,-2.0,-0.56,-1.42,4.8,5.6,-0.8,-0.21,-0.74,Matches,Athletic Club,2024,5.0
132,Ander Herrera,es ESP,MF,35-268,,273.0,34.0,8.9,3.0,2,71.0,0,6,22.0,6,1.13,3.0,2.0,1.0,0.33,-0.41,5.8,1.9,3.9,1.28,0.91,Matches,Athletic Club,2024,8.0
133,Peio Canales,es ESP,"MF,FW",20-112,,193.0,28.0,6.3,2.1,1,53.0,0,6,23.0,10,1.86,2.0,1.0,1.0,0.47,-0.26,3.3,2.0,1.3,0.61,0.18,Matches,Athletic Club,2024,7.0
134,Nicolás Serrano,es ESP,FW,22-065,,112.0,28.0,3.7,1.2,1,79.0,0,3,11.0,14,2.0,0.0,2.0,-2.0,-1.61,-2.4,1.8,1.2,0.6,0.46,0.02,Matches,Athletic Club,2024,4.0
135,Javi Martón,es ESP,"FW,MF",26-003,,53.0,18.0,1.7,0.6,0,,0,3,18.0,12,1.67,1.0,0.0,1.0,1.7,1.01,1.6,0.4,1.3,2.18,1.76,Matches,Athletic Club,2024,3.0
136,Adu Ares,es ESP,FW,23-209,,19.0,19.0,0.6,0.2,0,,0,1,19.0,2,0.0,0.0,1.0,-1.0,-4.74,-5.48,0.1,0.3,-0.2,-0.73,-1.18,Matches,Athletic Club,2024,1.0
137,Endika Buján,es ESP,FW,22-113,,7.0,7.0,0.2,0.1,0,,0,1,7.0,1,3.0,0.0,0.0,0.0,0.0,-0.71,0.0,0.0,0.0,0.0,-0.45,Matches,Athletic Club,2024,1.0
138,Unai Eguíluz,es ESP,DF,23-051,,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,Athletic Club,2024,0.0
139,Oier Gastesi,es ESP,GK,21-191,,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,Athletic Club,2024,0.0
140,Ander Izagirre,es ESP,DF,21-315,,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Athletic Club,2024,0.0
141,Aingeru Olabarrieta,es ESP,FW,19-176,,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,Athletic Club,2024,0.0
142,Diego Llorente,es ESP,DF,31-266,,2519.0,84.0,82.3,28.0,29,86.0,26,1,12.0,1,1.6,36.0,32.0,4.0,0.14,-0.86,42.5,33.8,8.7,0.31,0.22,Matches,Real Betis,2024,30.0
143,Johnny Cardoso,us USA,MF,23-231,,1952.0,78.0,63.8,21.7,22,86.0,17,3,20.0,3,1.72,36.0,26.0,10.0,0.46,0.46,29.5,29.7,-0.3,-0.01,-0.79,Matches,Real Betis,2024,25.0
144,Marc Bartra,es ESP,DF,34-114,,1847.0,84.0,60.4,20.5,20,90.0,17,2,29.0,5,1.82,37.0,26.0,11.0,0.54,0.61,31.6,27.1,4.4,0.22,-0.14,Matches,Real Betis,2024,22.0
145,Romain Perraud,fr FRA,DF,27-229,,1807.0,72.0,59.1,20.1,20,85.0,17,5,23.0,7,1.32,32.0,26.0,6.0,0.3,0.01,31.9,27.3,4.7,0.23,-0.1,Matches,Real Betis,2024,25.0
146,Abde Ezzalzouli,ma MAR,"FW,MF",23-143,,1762.0,63.0,57.6,19.6,20,77.0,2,8,27.0,1,1.57,28.0,25.0,3.0,0.15,-0.33,29.5,24.9,4.6,0.24,-0.09,Matches,Real Betis,2024,28.0
147,Natan,br BRA,DF,24-092,,1815.0,67.0,59.3,20.2,19,90.0,19,8,13.0,5,1.67,31.0,28.0,3.0,0.15,-0.36,28.4,23.6,4.8,0.24,-0.09,Matches,Real Betis,2024,27.0
148,Sergi Altimira,es ESP,MF,23-257,,1759.0,61.0,57.5,19.5,19,78.0,8,10,27.0,5,1.72,30.0,29.0,1.0,0.05,-0.57,31.8,24.0,7.9,0.4,0.31,Matches,Real Betis,2024,29.0
149,Youssouf Sabaly,sn SEN,DF,32-065,,1557.0,74.0,50.9,17.3,19,80.0,10,2,23.0,6,1.71,20.0,24.0,-4.0,-0.23,-1.07,24.1,21.5,2.6,0.15,-0.25,Matches,Real Betis,2024,21.0
150,Pablo Fornals,es ESP,"MF,FW",29-076,,1537.0,70.0,50.2,17.1,19,77.0,5,3,26.0,2,1.68,21.0,16.0,5.0,0.29,0.0,24.0,20.5,3.6,0.21,-0.13,Matches,Real Betis,2024,22.0
151,Adrián,es ESP,GK,38-126,,1350.0,90.0,44.1,15.0,15,90.0,15,0,,17,2.24,34.0,19.0,15.0,1.0,1.26,22.4,17.0,5.4,0.36,0.16,Matches,Real Betis,2024,15.0
152,Rui Silva,pt POR,GK,31-091,,1350.0,90.0,44.1,15.0,15,90.0,15,0,,0,1.33,16.0,18.0,-2.0,-0.13,-0.76,22.0,19.0,3.0,0.2,-0.13,Matches,Real Betis,2024,15.0
153,Isco,es ESP,MF,33-018,,1317.0,73.0,43.0,14.6,15,84.0,9,3,21.0,0,2.0,30.0,19.0,11.0,0.75,0.8,22.1,17.2,5.0,0.34,0.12,Matches,Real Betis,2024,18.0
154,Vitor Roque,br BRA,FW,20-070,,1235.0,56.0,40.4,13.7,14,74.0,3,8,24.0,0,1.45,18.0,23.0,-5.0,-0.36,-1.1,19.1,19.5,-0.4,-0.03,-0.51,Matches,Real Betis,2024,22.0
155,Giovani Lo Celso,ar ARG,"MF,FW",29-030,,1309.0,60.0,42.8,14.5,13,80.0,7,9,30.0,0,1.5,21.0,17.0,4.0,0.28,-0.03,24.0,14.3,9.7,0.67,0.69,Matches,Real Betis,2024,22.0
156,Ricardo Rodríguez,ch SUI,DF,32-257,,1109.0,69.0,36.2,12.3,13,78.0,8,3,30.0,15,1.94,18.0,13.0,5.0,0.41,0.18,18.6,12.8,5.8,0.47,0.31,Matches,Real Betis,2024,16.0
157,Antony,br BRA,FW,25-074,,1102.0,85.0,36.0,12.2,13,85.0,8,0,,0,2.23,29.0,14.0,15.0,1.23,1.45,21.3,13.6,7.7,0.63,0.56,Matches,Real Betis,2024,13.0
158,Jesus Rodríguez,es ESP,FW,19-169,,975.0,54.0,31.9,10.8,13,69.0,0,5,16.0,2,1.83,19.0,14.0,5.0,0.46,0.25,15.2,12.5,2.7,0.25,-0.04,Matches,Real Betis,2024,18.0
159,Marc Roca,es ESP,MF,28-164,,906.0,65.0,29.6,10.1,11,76.0,5,3,25.0,1,1.36,12.0,10.0,2.0,0.2,-0.14,15.2,10.5,4.7,0.47,0.28,Matches,Real Betis,2024,14.0
160,Cucho,co COL,FW,26-019,,869.0,79.0,28.4,9.7,11,79.0,2,0,,1,2.55,23.0,10.0,13.0,1.35,1.47,17.0,8.6,8.4,0.87,0.84,Matches,Real Betis,2024,11.0
161,Aitor Ruibal,es ESP,"DF,FW",29-048,,986.0,39.0,32.2,11.0,10,72.0,3,15,18.0,2,1.8,19.0,13.0,6.0,0.55,0.37,16.3,13.9,2.4,0.21,-0.09,Matches,Real Betis,2024,25.0
162,Ezequiel Ávila,ar ARG,FW,31-092,,677.0,36.0,22.1,7.5,6,62.0,1,13,23.0,5,1.63,9.0,7.0,2.0,0.27,-0.04,11.4,9.7,1.7,0.23,-0.05,Matches,Real Betis,2024,19.0
163,Héctor Bellerín,es ESP,DF,30-051,,580.0,64.0,19.0,6.4,6,83.0,5,3,28.0,10,2.11,10.0,6.0,4.0,0.62,0.4,11.5,8.7,2.8,0.43,0.19,Matches,Real Betis,2024,9.0
164,Cédric Bakambu,cd COD,FW,34-028,,620.0,28.0,20.3,6.9,5,60.0,0,17,19.0,6,1.57,15.0,5.0,10.0,1.45,1.45,12.6,9.0,3.6,0.52,0.32,Matches,Real Betis,2024,22.0
165,William Carvalho,pt POR,MF,33-032,,387.0,39.0,12.6,4.3,5,61.0,1,5,16.0,1,1.8,3.0,3.0,0.0,0.0,-0.34,4.8,4.1,0.7,0.16,-0.13,Matches,Real Betis,2024,10.0
166,Fran Vieites,es ESP,GK,26-002,,360.0,90.0,11.8,4.0,4,90.0,4,0,,29,1.25,5.0,5.0,0.0,0.0,-0.33,6.8,5.9,0.9,0.21,-0.07,Matches,Real Betis,2024,4.0
167,Ángel Ortíz,es ESP,DF,20-288,,344.0,86.0,11.2,3.8,4,86.0,3,0,,0,1.75,8.0,5.0,3.0,0.78,0.55,4.7,4.6,0.1,0.03,-0.28,Matches,Real Betis,2024,4.0
168,Iker Losada,es ESP,"MF,FW",23-281,,336.0,34.0,11.0,3.7,3,67.0,0,7,19.0,11,1.5,4.0,8.0,-4.0,-1.07,-1.53,5.5,6.1,-0.7,-0.18,-0.51,Matches,Real Betis,2024,10.0
169,Assane Diao,sn SEN,FW,19-244,,277.0,28.0,9.1,3.1,2,62.0,0,8,19.0,8,1.6,3.0,4.0,-1.0,-0.32,-0.68,4.6,6.5,-1.9,-0.61,-0.97,Matches,Real Betis,2024,10.0
170,Juanmi,es ESP,"FW,MF",31-354,,244.0,22.0,8.0,2.7,2,60.0,0,9,14.0,9,0.91,3.0,3.0,0.0,0.0,-0.32,3.6,2.8,0.8,0.29,0.02,Matches,Real Betis,2024,11.0
171,Nabil Fekir,fr FRA,MF,31-295,,180.0,90.0,5.9,2.0,2,90.0,2,0,,0,1.0,1.0,1.0,0.0,0.0,-0.31,2.8,1.8,1.1,0.53,0.27,Matches,Real Betis,2024,2.0
172,Carlos Guirao,es ESP,MF,22-012,,110.0,55.0,3.6,1.2,2,55.0,0,0,,1,0.0,1.0,6.0,-5.0,-4.09,-4.55,0.9,2.3,-1.3,-1.08,-1.41,Matches,Real Betis,2024,2.0
173,Mateo Flores,es ESP,MF,21-032,,153.0,26.0,5.0,1.7,1,75.0,0,5,16.0,14,1.17,2.0,3.0,-1.0,-0.59,-0.93,4.8,2.1,2.7,1.62,1.41,Matches,Real Betis,2024,6.0
174,Rodri,es ESP,FW,24-358,,118.0,39.0,3.9,1.3,1,71.0,0,2,24.0,0,0.67,0.0,2.0,-2.0,-1.53,-1.89,1.4,2.6,-1.3,-0.97,-1.29,Matches,Real Betis,2024,3.0
175,Sergio Arribas,es ESP,DF,22-088,,90.0,90.0,2.9,1.0,1,90.0,1,0,,2,3.0,1.0,0.0,1.0,1.0,0.73,0.4,1.0,-0.6,-0.56,-0.86,Matches,Real Betis,2024,1.0
176,Pablo Garcia,es ESP,FW,18-267,,26.0,13.0,0.8,0.3,0,,0,2,13.0,3,2.0,1.0,0.0,1.0,3.46,3.19,0.2,0.1,0.1,0.44,0.17,Matches,Real Betis,2024,2.0
177,Alcázar,es ESP,DF,22-302,,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,Real Betis,2024,0.0
178,Pablo Busto,es ESP,DF,19-236,,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Real Betis,2024,0.0
179,Guilherme Fernandes,pt POR,GK,24-042,,,,,,0,,0,0,,7,,,,,,,,,,,,Matches,Real Betis,2024,0.0
180,Marcos Fernández,es ESP,FW,21-357,,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Real Betis,2024,0.0
181,Germán García,es ESP,GK,21-097,,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,Real Betis,2024,0.0
182,Manu González,es ESP,GK,18-021,,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,Real Betis,2024,0.0
183,Rudy Kohon,fr FRA,DF,20-351,,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Real Betis,2024,0.0
184,Nobel Mendy,fr FRA,DF,20-248,,,,,,0,,0,0,,9,,,,,,,,,,,,Matches,Real Betis,2024,0.0
185,Xavi Pleguezuelo,es ESP,DF,22-115,,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Real Betis,2024,0.0
186,Sergi Cardona,es ESP,DF,25-305,32.0,2764.0,86.0,90.3,30.7,32,86.0,23,0,,0,1.81,57.0,42.0,15.0,0.49,1.1,53.8,35.6,18.2,0.59,0.63,Matches,Villarreal,2024,
187,Santi Comesaña,es ESP,MF,28-216,32.0,2353.0,74.0,76.9,26.1,28,82.0,17,4,16.0,1,1.72,44.0,40.0,4.0,0.15,-0.99,42.2,32.7,9.4,0.36,-0.74,Matches,Villarreal,2024,
188,Kiko Femenía,es ESP,DF,34-096,28.0,2227.0,80.0,72.8,24.7,27,82.0,21,1,24.0,0,1.86,40.0,34.0,6.0,0.24,-0.51,40.4,29.2,11.2,0.45,-0.3,Matches,Villarreal,2024,
189,Alex Baena,es ESP,MF,23-293,28.0,2269.0,81.0,74.2,25.2,26,85.0,13,2,33.0,0,1.75,48.0,33.0,15.0,0.59,0.82,46.4,25.9,20.5,0.81,1.09,Matches,Villarreal,2024,
190,Logan Costa,cv CPV,DF,24-038,28.0,2227.0,80.0,72.8,24.7,24,87.0,21,4,36.0,3,1.79,41.0,36.0,5.0,0.2,-0.66,43.7,30.7,12.9,0.52,-0.05,Matches,Villarreal,2024,
191,Thierno Barry,fr FRA,FW,22-200,33.0,2188.0,66.0,71.5,24.3,24,81.0,13,9,27.0,0,1.73,47.0,30.0,17.0,0.7,1.11,42.2,27.5,14.7,0.61,0.25,Matches,Villarreal,2024,
192,Daniel Parejo,es ESP,MF,36-023,32.0,2092.0,65.0,68.4,23.2,24,79.0,11,8,24.0,0,1.75,48.0,33.0,15.0,0.65,0.83,41.3,27.4,13.9,0.6,0.2,Matches,Villarreal,2024,
193,Pape Gueye,sn SEN,MF,26-105,30.0,1982.0,66.0,64.8,22.0,23,80.0,11,7,20.0,0,1.6,33.0,28.0,5.0,0.23,-0.44,34.8,23.0,11.8,0.54,0.01,Matches,Villarreal,2024,
194,Diego Conde,es ESP,GK,26-193,21.0,1872.0,89.0,61.2,20.8,21,89.0,20,0,,8,1.71,37.0,31.0,6.0,0.29,-0.24,35.4,23.2,12.1,0.58,0.13,Matches,Villarreal,2024,
195,Yeremi Pino,es ESP,MF,22-201,30.0,1661.0,55.0,54.3,18.5,21,69.0,0,9,24.0,1,1.63,34.0,25.0,9.0,0.49,0.23,32.4,19.9,12.5,0.68,0.32,Matches,Villarreal,2024,
196,Ayoze Pérez,es ESP,FW,31-284,27.0,1763.0,65.0,57.6,19.6,19,82.0,9,8,27.0,0,1.81,33.0,23.0,10.0,0.51,0.3,32.2,23.2,9.0,0.46,-0.19,Matches,Villarreal,2024,
197,Juan Foyth,ar ARG,DF,27-117,16.0,1247.0,78.0,40.8,13.9,14,87.0,12,2,13.0,2,1.94,27.0,12.0,15.0,1.08,1.18,25.6,13.7,11.9,0.86,0.55,Matches,Villarreal,2024,
198,Raúl Albiol,es ESP,DF,39-247,15.0,1188.0,79.0,38.8,13.2,14,84.0,12,1,6.0,13,1.73,26.0,20.0,6.0,0.45,0.12,22.3,13.8,8.5,0.64,0.18,Matches,Villarreal,2024,
199,Luiz Lúcio Reis Júnior,br BRA,GK,24-115,14.0,1188.0,85.0,38.8,13.2,13,90.0,13,1,18.0,19,1.57,23.0,16.0,7.0,0.53,0.24,23.0,17.0,6.0,0.45,-0.13,Matches,Villarreal,2024,
200,Nicolas Pépé,ci CIV,"FW,MF",29-345,24.0,1227.0,51.0,40.1,13.6,12,78.0,4,12,24.0,0,1.96,24.0,20.0,4.0,0.29,-0.15,22.4,19.9,2.5,0.18,-0.58,Matches,Villarreal,2024,
201,Willy Kambwala,fr FRA,DF,20-257,15.0,937.0,62.0,30.6,10.4,11,79.0,7,4,16.0,11,1.8,14.0,13.0,1.0,0.1,-0.41,14.9,13.3,1.6,0.15,-0.55,Matches,Villarreal,2024,
202,Eric Bailly,ci CIV,DF,31-027,12.0,617.0,51.0,20.2,6.9,8,67.0,3,4,20.0,16,1.67,11.0,14.0,-3.0,-0.44,-1.03,11.3,9.4,1.9,0.28,-0.32,Matches,Villarreal,2024,
203,Ilias Akhomach,ma MAR,"MF,FW",21-023,11.0,584.0,53.0,19.1,6.5,7,69.0,0,4,25.0,1,1.91,8.0,7.0,1.0,0.15,-0.28,8.7,6.1,2.6,0.4,-0.17,Matches,Villarreal,2024,
204,Gerard Moreno,es ESP,FW,33-032,14.0,648.0,46.0,21.2,7.2,6,67.0,1,8,31.0,3,1.5,15.0,9.0,6.0,0.83,0.57,18.0,6.6,11.4,1.58,1.33,Matches,Villarreal,2024,
205,Denis Suárez,es ESP,MF,31-123,20.0,528.0,26.0,17.3,5.9,6,56.0,0,14,14.0,7,1.5,8.0,12.0,-4.0,-0.68,-1.29,8.7,10.3,-1.6,-0.28,-0.98,Matches,Villarreal,2024,
206,Pau Navarro,es ESP,DF,20-014,13.0,646.0,50.0,21.1,7.2,4,80.0,2,9,36.0,21,2.0,19.0,12.0,7.0,0.98,0.75,13.7,9.6,4.1,0.57,0.05,Matches,Villarreal,2024,
207,Tajon Buchanan,ca CAN,MF,26-090,10.0,297.0,30.0,9.7,3.3,3,62.0,0,7,16.0,0,1.7,4.0,7.0,-3.0,-0.91,-1.43,6.6,6.0,0.6,0.17,-0.41,Matches,Villarreal,2024,
208,Arnaut Danjuma,nl NED,FW,28-098,3.0,200.0,67.0,6.5,2.2,3,67.0,0,0,,0,2.33,4.0,5.0,-1.0,-0.45,-0.89,3.4,2.7,0.7,0.31,-0.23,Matches,Villarreal,2024,
209,Alfonso Pedraza,es ESP,"DF,MF",29-030,9.0,281.0,31.0,9.2,3.1,2,79.0,1,7,18.0,1,1.56,2.0,4.0,-2.0,-0.64,-1.13,4.5,4.3,0.2,0.06,-0.52,Matches,Villarreal,2024,
210,Juan Bernat,es ESP,"DF,MF",32-069,10.0,212.0,21.0,6.9,2.4,1,90.0,1,9,14.0,9,1.5,5.0,3.0,2.0,0.85,0.5,4.7,2.5,2.2,0.92,0.42,Matches,Villarreal,2024,
211,Ramón Terrats,es ESP,"MF,FW",24-203,11.0,131.0,12.0,4.3,1.5,1,45.0,0,10,9.0,5,1.73,2.0,4.0,-2.0,-1.37,-1.83,2.0,3.5,-1.6,-1.07,-1.67,Matches,Villarreal,2024,
212,Pau Cabanes,es ESP,"MF,FW",20-081,10.0,163.0,16.0,5.3,1.8,0,,0,10,16.0,5,1.3,5.0,1.0,4.0,2.21,1.93,5.8,1.1,4.7,2.58,2.16,Matches,Villarreal,2024,
213,Arnau Solà,es ESP,MF,22-035,1.0,13.0,13.0,0.4,0.1,0,,0,1,13.0,10,3.0,0.0,0.0,0.0,0.0,-0.38,0.0,0.2,-0.2,-1.15,-1.69,Matches,Villarreal,2024,
214,Thiago Ojeda,ar ARG,MF,22-117,1.0,8.0,8.0,0.3,0.1,0,,0,1,8.0,3,1.0,0.0,0.0,0.0,0.0,-0.38,0.3,0.0,0.3,3.39,2.87,Matches,Villarreal,2024,
215,Karl Etta,cm CMR,MF,21-207,1.0,3.0,3.0,0.1,0.0,0,,0,1,3.0,7,1.0,0.0,0.0,0.0,0.0,-0.38,0.3,0.0,0.3,9.57,9.04,Matches,Villarreal,2024,
216,Iker Álvarez,ad AND,GK,23-288,0.0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Villarreal,2024,
217,Alassane Diatta,sn SEN,MF,19-360,0.0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Villarreal,2024,
218,Antonio Espigare,es ESP,DF,20-246,0.0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,Villarreal,2024,
219,Rubén Gómez,es ESP,GK,23-105,0.0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,Villarreal,2024,
220,Daniel Requena,es ESP,MF,21-086,0.0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,Villarreal,2024,
221,Vicente Guaita,es ESP,GK,38-119,,2700.0,90.0,88.2,30.0,30,90.0,30,0,,3,1.33,42.0,43.0,-1.0,-0.03,-0.28,41.8,30.7,11.1,0.37,0.5,Matches,Celta Vigo,2024,30.0
222,Óscar Mingueza,es ESP,"MF,DF",25-361,,2391.0,80.0,78.1,26.6,27,83.0,18,3,48.0,0,1.47,44.0,43.0,1.0,0.04,0.17,41.4,31.0,10.4,0.39,0.37,Matches,Celta Vigo,2024,30.0
223,Marcos Alonso,es ESP,DF,34-132,,2430.0,87.0,79.4,27.0,26,90.0,24,2,51.0,0,1.43,37.0,36.0,1.0,0.04,0.18,38.5,26.3,12.1,0.45,0.67,Matches,Celta Vigo,2024,28.0
224,Carl Starfelt,se SWE,DF,29-342,,2270.0,81.0,74.2,25.2,26,85.0,23,2,31.0,2,1.39,33.0,35.0,-2.0,-0.08,-0.31,33.3,24.8,8.5,0.34,0.1,Matches,Celta Vigo,2024,28.0
225,Fran Beltrán,es ESP,MF,26-095,,2107.0,70.0,68.9,23.4,26,77.0,13,4,24.0,4,1.5,31.0,35.0,-4.0,-0.17,-0.55,30.9,24.3,6.6,0.28,-0.09,Matches,Celta Vigo,2024,30.0
226,Javi Rodríguez,es ESP,DF,21-317,,2199.0,69.0,71.9,24.4,23,85.0,17,9,27.0,1,1.44,38.0,36.0,2.0,0.08,0.29,33.8,26.9,6.9,0.28,-0.1,Matches,Celta Vigo,2024,32.0
227,Borja Iglesias,es ESP,FW,32-112,,1789.0,54.0,58.5,19.9,22,70.0,1,11,23.0,1,1.39,27.0,29.0,-2.0,-0.1,-0.24,25.3,21.1,4.2,0.21,-0.24,Matches,Celta Vigo,2024,33.0
228,Ilaix Moriba,gn GUI,MF,22-110,,1773.0,61.0,57.9,19.7,18,81.0,10,11,28.0,3,1.17,30.0,29.0,1.0,0.05,0.12,26.7,22.4,4.3,0.22,-0.22,Matches,Celta Vigo,2024,29.0
229,Iago Aspas,es ESP,"FW,MF",37-281,,1595.0,59.0,52.1,17.7,17,80.0,8,10,23.0,2,1.44,27.0,25.0,2.0,0.11,0.24,25.7,17.6,8.1,0.45,0.3,Matches,Celta Vigo,2024,27.0
230,Sergio Carreira,es ESP,"MF,DF",24-208,,1476.0,70.0,48.2,16.4,17,81.0,12,4,25.0,7,1.38,23.0,23.0,0.0,0.0,0.0,19.5,18.6,1.0,0.06,-0.49,Matches,Celta Vigo,2024,21.0
231,Hugo Álvarez,es ESP,"MF,DF",21-311,,1478.0,62.0,48.3,16.4,15,80.0,9,9,30.0,6,1.29,28.0,26.0,2.0,0.12,0.24,26.2,17.7,8.5,0.52,0.41,Matches,Celta Vigo,2024,24.0
232,Hugo Sotelo,es ESP,MF,21-141,,1252.0,57.0,40.9,13.9,15,76.0,4,7,16.0,10,1.0,21.0,20.0,1.0,0.07,0.12,21.9,14.1,7.7,0.56,0.42,Matches,Celta Vigo,2024,22.0
233,Pablo Durán,es ESP,"FW,MF",23-349,,1180.0,51.0,38.6,13.1,13,79.0,4,10,15.0,10,1.43,20.0,20.0,0.0,0.0,0.0,17.7,15.1,2.6,0.2,-0.18,Matches,Celta Vigo,2024,23.0
234,Williot Swedberg,se SWE,"FW,MF",21-097,,1169.0,42.0,38.2,13.0,13,60.0,0,15,26.0,1,1.14,25.0,16.0,9.0,0.69,1.12,22.5,13.5,9.0,0.7,0.62,Matches,Celta Vigo,2024,28.0
235,Alfon,es ESP,"FW,MF",26-005,,1211.0,53.0,39.6,13.5,12,76.0,4,11,27.0,8,1.09,22.0,25.0,-3.0,-0.22,-0.37,20.2,16.8,3.4,0.26,-0.09,Matches,Celta Vigo,2024,23.0
236,Carlos Dominguez,es ESP,DF,24-087,,904.0,60.0,29.5,10.0,10,80.0,7,5,21.0,18,1.53,16.0,16.0,0.0,0.0,0.0,13.1,11.1,2.0,0.2,-0.16,Matches,Celta Vigo,2024,15.0
237,Jonathan Bamba,ci CIV,"FW,MF",29-044,,811.0,68.0,26.5,9.0,10,76.0,4,2,26.0,4,0.92,10.0,20.0,-10.0,-1.11,-1.51,13.1,11.2,1.9,0.21,-0.14,Matches,Celta Vigo,2024,12.0
238,Damián Rodríguez,es ESP,MF,22-053,,882.0,55.0,28.8,9.8,9,82.0,6,7,21.0,16,1.25,19.0,19.0,0.0,0.0,0.0,14.1,12.4,1.7,0.17,-0.2,Matches,Celta Vigo,2024,16.0
239,Javier Manquillo,es ESP,DF,31-004,,515.0,52.0,16.8,5.7,7,63.0,0,3,26.0,5,1.0,8.0,11.0,-3.0,-0.52,-0.63,8.0,6.8,1.2,0.21,-0.12,Matches,Celta Vigo,2024,10.0
240,Anastasios Douvikas,gr GRE,FW,25-280,,700.0,35.0,22.9,7.8,6,66.0,0,14,22.0,2,1.25,14.0,13.0,1.0,0.13,0.17,12.3,9.0,3.4,0.43,0.16,Matches,Celta Vigo,2024,20.0
241,Jailson Siqueira,br BRA,"DF,MF",29-244,,614.0,47.0,20.1,6.8,6,80.0,3,7,19.0,10,1.77,15.0,14.0,1.0,0.15,0.18,10.8,9.5,1.3,0.19,-0.16,Matches,Celta Vigo,2024,13.0
242,Fer López,,"FW,MF",,,531.0,38.0,17.4,5.9,5,66.0,1,9,22.0,2,1.57,10.0,6.0,4.0,0.68,0.82,9.7,6.9,2.8,0.47,0.19,Matches,Celta Vigo,2024,14.0
243,Yoel Lago,es ESP,DF,21-045,,389.0,78.0,12.7,4.3,5,78.0,3,0,,7,0.8,8.0,10.0,-2.0,-0.46,-0.53,6.4,7.9,-1.5,-0.34,-0.75,Matches,Celta Vigo,2024,5.0
244,Iván Villar,es ESP,GK,27-304,,360.0,90.0,11.8,4.0,4,90.0,4,0,,30,1.5,10.0,9.0,1.0,0.25,0.28,6.5,7.0,-0.5,-0.13,-0.5,Matches,Celta Vigo,2024,4.0
245,Iker Losada,es ESP,"FW,MF",23-281,,342.0,34.0,11.2,3.8,4,54.0,0,6,21.0,3,1.8,6.0,6.0,0.0,0.0,0.0,5.9,3.6,2.4,0.63,0.35,Matches,Celta Vigo,2024,10.0
246,Franco Cervi,ar ARG,"FW,MF",30-348,,258.0,43.0,8.4,2.9,4,60.0,0,2,10.0,22,1.17,2.0,5.0,-3.0,-1.05,-1.14,1.8,4.2,-2.4,-0.84,-1.26,Matches,Celta Vigo,2024,6.0
247,Mihailo Ristić,rs SRB,"MF,DF",29-190,,247.0,41.0,8.1,2.7,4,58.0,0,2,9.0,17,1.5,4.0,2.0,2.0,0.73,0.79,2.4,2.2,0.2,0.06,-0.27,Matches,Celta Vigo,2024,6.0
